"i2023110600502","Pemerintah Kota Pangkal Pinang","gi2023110400051"
"i2023110600503","Pemerintah Kota Metro","gi2023110400052"
"i2023110600504","Pemerintah Kota Bandar Lampung","gi2023110400052"
"i2023110600505","Pemerintah Kota Ambon","gi2023110400053"
"i2023110600506","Pemerintah Kota Tual","gi2023110400053"
"i2023110600507","Pemerintah Kota Ternate","gi2023110400054"
"i2023110600508","Pemerintah Kota Tidore Kepulauan","gi2023110400054"
"i2023110600509","Pemerintah Kota Mataram","gi2023110400055"
"i2023110600510","Pemerintah Kota Bima","gi2023110400055"
"i2023110600511","Pemerintah Kota Kupang","gi2023110400056"
"i2023110600512","Pemerintah Kota Jayapura","gi2023110400057"
"i2023110600513","Pemerintah Kota Sorong","gi2023110400058"
"i2023110600514","Pemerintah Kota Pekanbaru","gi2023110400059"
"i2023110600515","Pemerintah Kota Dumai","gi2023110400059"
"i2023110600516","Pemerintah Kota Batam","gi2023110400059"
"i2023110600517","Pemerintah Kota Tanjungpinang","gi2023110400059"
"i2023110600518","Pemerintah Kota Makassar","gi2023110400060"
"i2023110600519","Pemerintah Kota Parepare","gi2023110400060"
"i2023110600520","Pemerintah Kota Palopo","gi2023110400060"
"i2023110600521","Pemerintah Kota Palu","gi2023110400061"
"i2023110600522","Pemerintah Kota Kendari","gi2023110400062"
"i2023110600523","Pemerintah Kota Baubau","gi2023110400062"
"i2023110600524","Pemerintah Kota Manado","gi2023110400063"
"i2023110600525","Pemerintah Kota Bitung","gi2023110400063"
"i2023110600526","Pemerintah Kota Tomohon","gi2023110400063"
"i2023110600527","Pemerintah Kota KotaMobagu","gi2023110400063"
"i2023110600528","Pemerintah Kota Bukittinggi","gi2023110400064"
"i2023110600529","Pemerintah Kota Padang Panjang","gi2023110400064"
"i2023110600530","Pemerintah Kota Sawahlunto","gi2023110400064"
"i2023110600531","Pemerintah Kota Solok","gi2023110400064"
"i2023110600532","Pemerintah Kota Padang","gi2023110400064"
"i2023110600533","Pemerintah Kota Payakumbuh","gi2023110400064"
"i2023110600534","Pemerintah Kota Pariaman","gi2023110400064"
"i2023110600535","Pemerintah Kota Pagar Alam","gi2023110400065"
"i2023110600536","Pemerintah Kota Lubuk Linggau","gi2023110400065"
"i2023110600537","Pemerintah Kota Prabumulih","gi2023110400065"
"i2023110600538","Pemerintah Kota Tebing Tinggi","gi2023110400066"
"i2023110600539","Pemerintah Kota Binjai","gi2023110400066"
"i2023110600540","Pemerintah Kota Pematang Siantar","gi2023110400066"
"i2023110600541","Pemerintah Kota Tanjung Balai","gi2023110400066"
"i2023110600542","Pemerintah Kota Sibolga","gi2023110400066"
"i2023110600543","Pemerintah Kota Padangsidimpuan","gi2023110400066"
"i2023110600544","Pemerintah Kota Gunung Sitoli","gi2023110400066"
"i2023110600545","Pemerintah Aceh","gi2023110400067"
"i2023110600546","Pemerintah Provinsi Banten","gi2023110400068"
"i2023110600547","Pemerintah Provinsi Bengkulu","gi2023110400069"
"i2023110600548","Pemerintah Provinsi Gorontalo","gi2023110400070"
"i2023110600549","Pemerintah Provinsi DKI Jakarta","gi2023110400071"
"i2023110600550","Pemerintah Provinsi Jambi","gi2023110400072"
"i2023110600551","Pemerintah Provinsi Jawa Barat","gi2023110400073"
"i2023110600552","Pemerintah Provinsi Jawa Tengah","gi2023110400074"
"i2023110600553","Pemerintah Provinsi Jawa Timur","gi2023110400075"
"i2023110600554","Pemerintah Provinsi Kalimantan Barat","gi2023110400076"
"i2023110600555","Pemerintah Provinsi Kalimantan Tengah","gi2023110400077"
"i2023110600556","Pemerintah Provinsi Kalimantan Timur","gi2023110400078"
"i2023110600557","Pemerintah Provinsi Kalimantan Utara","gi2023110400079"
"i2023110600558","Pemerintah Provinsi Kep. Bangka Belitung","gi2023110400080"
"i2023110600559","Pemerintah Provinsi Lampung","gi2023110400081"
"i2023110600560","Pemerintah Provinsi Maluku","gi2023110400082"
"i2023110600561","Pemerintah Provinsi Maluku Utara","gi2023110400083"
"i2023110600562","Pemerintah Provinsi NTB","gi2023110400084"
"i2023110600563","Pemerintah Provinsi NTT","gi2023110400085"
"i2023110600564","Pemerintah Provinsi Papua","gi2023110400086"
"i2023110600565","Pemerintah Provinsi Papua Barat","gi2023110400087"
"i2023110600566","Pemerintah Provinsi Riau","gi2023110400088"
"i2023110600567","Pemerintah Provinsi Kepulauan Riau","gi2023110400088"
"i2023110600568","Pemerintah Provinsi Sulawesi Barat","gi2023110400089"
"i2023110600569","Pemerintah Provinsi Sulawesi Selatan","gi2023110400090"
"i2023110600570","Pemerintah Provinsi Sulawesi Tengah","gi2023110400091"
"i2023110600571","Pemerintah Provinsi Sulawesi Tenggara","gi2023110400092"
"i2023110600572","Pemerintah Provinsi Sulawesi Utara","gi2023110400093"
"i2023110600573","Pemerintah Provinsi Sumatera Barat","gi2023110400094"
"i2023110600574","Pemerintah Provinsi Sumatera Utara","gi2023110400095"
"i2023110600575","Pemerintah D.I. Yogyakarta","gi2023110400096"
